Rank,Name,Park,Location,Supplier,Year,Awarded
36,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B&M,2012,2016
37,Steel Force,Dorney Park,"Allentown, Pa.",Morgan,1997,2016
38,Lisebergbanan,Liseberg,"Gothenburg, Sweden",Schwarz,1987,2016
39,Cheetah Hunt,Busch Gardens Tampa,"Tampa, Fla.",Intamin,2011,2016
40,EuroMir,EuropaPark,"Rust, Germany",Mack,1997,2016
40,Medusa Steel Coaster,Six Flags Mexico,"Mexico City, Mexico",RMC,2014,2016
42,Cannibal,Lagoon,"Farmington, Utah",Lagoon,2015,2016
42,Kumba,Busch Gardens Tampa,"Tampa, Fla.",B&M,1993,2016
44,Lightning Run,Kentucky Kingdom,"Louisville, Ky.",Chance,2014,2016
45,Whizzer,Six Flags Great America,"Gurnee, Ill.",Schwarzkopf,1976,2016
46,Olympia Looping,Weiner Prater,"Vienna, Austria",Schwarzkopf,1989,2016
47,Raptor,Cedar Point,"Sandusky, Ohio",B&M,1994,2016
48,Bizarro,Six Flags Great Adventure,"Jackson, N.J.",B&M,1999,2016
49,Expedition Everest,Disney’s Animal Kingdom,"Orlando, Fla.",Vekoma,2006,2016
49,GateKeeper,Cedar Point,"Sandusky, Ohio",B&M,2013,2016
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2015
2,Bizarro,Six Flags New England,"Agawam, Mass.",Intamin,2000,2015
3,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2015
4,Fury 325,Carowinds,"Charlotte, N.C.",B&M,2015,2015
5,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B&M,2001,2015
6,Apollo’s Chariot,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,1999,2015
7,Intimidator,Carowinds,"Charlotte, N.C.",B&M,2010,2015
8,Leviathan,Canada’s Wonderland,"Vaughan, Ontario, Canada",B&M,2012,2015
9,Nemesis,Alton Towers,"Staffordshire, England",B&M,1994,2015
10,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2015
11,Diamondback,Kings Island,"Mason, Ohio",B&M,2009,2015
12,Goliath,Six Flags Over Georgia,"Austell, Ga.",B&M,2006,2015
13,Top Thrill Dragster,Cedar Point,"Sandusky, Ohio",Intamin,2003,2015
14,Phantom’s Revenge,Kennywood,"West Mifflin, Pa.",Morgan,2001,2015
15,Magnum XL200,Cedar Point,"Sandusky, Ohio",Arrow,1999,2015
16,Intimidator 305,Kings Dominion,"Doswell, Va.",Intamin,2010,2015
17,Blue Fire Megacoaster,EuropaPark,"Rust, Germany",Mack,2009,2015
18,Behemoth,Canada’s Wonderland,"Vaughan, Ontario, Canada",B&M,2008,2015
19,Iron Rattler,Six Flags Fiesta Texas,"San Antonio, Texas",Rocky Mountain,2013,2015
20,Banshee,Kings Island,"Mason, Ohio",B&M,2014,2015
20,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2015
22,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2015
23,Wicked Cyclone,Six Flags New England,"Agawam, Mass.",Rocky Mountain,2015,2015
24,Montu,Busch Gardens Tampa,"Tampa, Fla.",B&M,1996,2015
25,Skyrush,Hersheypark,"Hershey, Pa.",Intamin,2012,2015
26,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,1997,2015
27,Mind Bender,Six Flags Over Georgia,"Austell, Ga.",Schwarzkopf,1978,2015
28,Twisted Colossus,Six Flags Magic Mountain,"Valencia, Calif.",Rocky Mountain,2015,2015
29,Black Mamba,Phantasialand,"Brühl, Germany",B&M,2006,2015
30,The Swarm,Thorpe Park,"Churtsey, England",B&M,2012,2015
31,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B&M,1999,2015
31,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B&M,2012,2015
33,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,2007,2015
34,Helix,Liseberg,"Gothenburg, Sweden",Mack,2014,2015
35,Lisebergbanan,Liseberg,"Gothenburg, Sweden",Schwarzkopf,1987,2015
36,Goliath,La Ronde,"Montreal, Quebec, Canada",B&M,2006,2015
37,Cheetah Hunt,Busch Gardens Tampa,"Tampa, Fla.",Intamin,2011,2015
38,Air,Alton Towers,"Staffordshire, England",B&M,2002,2015
38,Kumba,Busch Gardens Tampa,"Tampa, Fla.",B&M,1993,2015
38,Lightning Run,Kentucky Kingdom,"Louisville, Ky.",Chance,2014,2015
41,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2015
42,SheiKra,Busch Gardens Tampa,"Tampa, Fla.",B&M,2005,2015
43,Manta,SeaWorld Orlando,"Orlando, Fla.",B&M,2009,2015
44,Bizarro,Six Flags Great Adventure,"Jackson, N.J.",B&M,1999,2015
45,Steel Force,Dorney Park,"Allentown, Pa.",Morgan,1998,2015
46,Whizzer,Six Flags Great America,"Gurnee, Ill.",Schwarzkopf,1976,2015
47,Expedition Everest,Disney’s Animal Kingdom,"Orlando, Fla.",Vekoma,2006,2015
48,Olympia Looping,owner: R. Barth & Sohn KB,(traveling),Schwarzkopf,1989,2015
49,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2015
49,Medusa Steel Coaster,Six Flags Mexico,"Mexico City, Mexico",Rocky Mountain,2014,2015
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2014
2,Bizarro,Six Flags New England,"Agawam, Mass.",Intamin,2000,2014
3,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2014
4,Diamondback,Kings Island,"Mason, Ohio",B&M,2009,2014
5,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B&M,2001,2014
6,Leviathan,Canada’s Wonderland,"Vaughan, Ont., Canada",B&M,2012,2014
7,Apollo’s Chariot,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,1999,2014
8,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2014
9,Goliath,Six Flags Over Georgia,"Austell, Ga.",B&M,2006,2014
10,Intimidator,Carowinds,"Charlotte, N.C.",B&M,2010,2014
11,Phantom’s Revenge,Kennywood,"West Mifflin, Pa.",Morgan,2001,2014
12,Iron Rattler,Six Flags Fiesta Texas,"San Antonio, Texas",Rocky Mountain,2013,2014
13,Magnum XL200,Cedar Point,"Sandusky, Ohio",Arrow,1989,2014
13,Intimidator 305,Kings Dominion,"Doswell, Va.",Intamin,2010,2014
15,Behemoth,Canada’s Wonderland,"Vaughan, Ont., Canada",B&M,2008,2014
16,Banshee,Kings Island,"Mason, Ohio",B&M,2014,2014
17,Blue Fire Megacoaster,EuropaPark,"Rust, Germany",Mack,2009,2014
18,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2014
19,Top Thrill Dragster,Cedar Point,"Sandusky, Ohio",Intamin,2003,2014
20,Mind Bender,Six Flags Over Georgia,"Austell, Ga.",Schwarzkopf,1978,2014
21,Nemesis,Alton Towers,"Staffordshire, England",B&M,1994,2014
22,Montu,Busch Gardens Tampa Bay,"Tampa, Fla.",B&M,1996,2014
23,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,1997,2014
24,Black Mamba,Phantasialand,"Brühl, Germany",B&M,2006,2014
25,Lightning Run,Kentucky Kingdom,"Louisville, Ky.",Chance,2014,2014
26,Goliath,La Ronde,"Montreal, Quebec, Canada",B&M,2006,2014
26,Skyrush,Hersheypark,"Hershey, Pa.",Intamin,2012,2014
28,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2014
28,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B&M,2012,2014
30,Helix,Liseberg,"Gothenburg, Sweden",Mack,2014,2014
31,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B&M,1999,2014
32,GateKeeper,Cedar Point,"Sandusky, Ohio",B&M,2013,2014
33,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,2007,2014
34,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B&M,2006,2014
35,Lisebergbanan,Liseberg,"Gothenburg, Sweden",Schwarzkopf,1987,2014
36,Kumba,Busch Gardens Tampa Bay,"Tampa, Fla.",B&M,1993,2014
37,Steel Force,Dorney Park,"Allentown, Pa.",Morgan,1998,2014
38,SheiKra,Busch Gardens Tampa Bay,"Tampa, Fla.",B&M,2005,2014
39,Full Throttle,Six Flags Magic Mountain,"Valencia, Calif.",Premier,2013,2014
40,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2014
41,Manta,SeaWorld Orlando,"Orlando, Fla.",B&M,2009,2014
42,EuroMir,EuropaPark,"Rust, Germany",Mack,1997,2014
43,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2014
44,Whizzer,Six Flags Great America,"Gurnee, Ill.",Schwarzkopf,1976,2014
45,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2014
46,Piraten,Djurs Sommerland,"Jylland, Denmark",Intamin,2008,2014
47,Raptor,Cedar Point,"Sandusky, Ohio",B&M,1994,2014
48,Cheetah Hunt,Busch Gardens Tampa Bay,"Tampa, Fla.",Intamin,2011,2014
49,California Screamin’,Disney California Adventure,"Anaheim, Calif.",Intamin,2001,2014
49,Volcano: The Blast Coaster,Kings Dominion,"Doswell, Va.",Intamin,1998,2014
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2013
2,Bizarro,Six Flags New England,"Agawam, Mass.",Intamin,2000,2013
3,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2013
4,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2013
5,Apollo’s Chariot,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1999,2013
6,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2013
7,Goliath,Six Flags Over Georgia,"Austell, Ga.",B & M,2006,2013
8,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2013
9,Magnum XL200,Cedar Point,"Sandusky, Ohio",Arrow,1989,2013
10,Intimidator305,Kings Dominion,"Doswell, Va.",Intamin,2010,2013
11,Iron Rattler,Six Flags Fiesta Texas,"San Antonio, Texas",Rocky Mountain,2013,2013
12,Top Thrill Dragster,Cedar Point,"Sandusky, Ohio",Intamin,2003,2013
13,Phantom’s Revenge,Kennywood,"West Mifflin, Pa.",Morgan/Arrow,2001,2013
14,Diamondback,Kings Island,"Mason, Ohio",B & M,2009,2013
15,Leviathan,Canada’s Wonderland,"Vaughan, Ontario, Canada",B & M,2012,2013
16,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2013
17,Behemoth,Canada’s Wonderland,"Vaughan, Ontario, Canada",B & M,2008,2013
18,Montu,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,1996,2013
19,Mind Bender,Six Flags Over Georgia,"Austell, Ga.",Schwarzkopf,1978,2013
20,Nemesis,Alton Towers,"Staffordshire, England",B & M,1994,2013
21,Blue Fire,EuropaPark,"Rust, Germany",Mack,2009,2013
22,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2013
23,Goliath,La Ronde,"Montreal, Quebec, Canada",B & M,2006,2013
24,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B & M,2012,2013
25,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2013
26,Skyrush,Hersheypark,"Hershey, Pa.",Intamin,2012,2013
27,Kumba,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,1993,2013
28,GateKeeper,Cedar Point,"Sandusky, Ohio",B & M,2013,2013
29,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2013
30,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2013
31,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2013
32,SheiKra,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,2005,2013
33,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2013
34,Black Mamba,Phantasialand,"Brühl, Germany",B & M,2006,2013
35,Afterburn,Carowinds,"Charlotte, N.C.",B & M,1999,2013
35,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2013
37,Steel Force,Dorney Park,"Allentown, Pa.",Morgan,1998,2013
38,Superman Ride of Steel,Six Flags America,"Largo, Md.",Intamin,2000,2013
39,Volcano: The Blast Coaster,Kings Dominion,"Doswell, Va.",Intamin,1998,2013
40,Whizzer,Six Flags Great America,"Gurnee, Ill.",Schwarzkopf,1976,2013
41,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2013
42,Expedition Everest,Disney’s Animal Kingdom,"Orlando, Fla.",Vekoma/WED Imagineering,2006,2013
42,PowderKeg,Silver Dollar City,"Branson, Mo.",S & S,2005,2013
42,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2013
45,Olympia Looping,owner: R. Barth and Sohn KG,[traveling],Schwarzkopf,1989,2013
45,X Flight,Six Flags Great America,"Gurnee, Ill.",B & M,2012,2013
47,Dominator,Kings Dominion,"Doswell, Va.",B & M,2008,2013
48,Kraken,SeaWorld Orlando,"Orlando, Fla.",B & M,2000,2013
48,Lisebergbanen,Liseberg,"Gothenburg, Sweden",Schwarzkopf,1987,2013
50,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2013
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2012
2,Bizarro,Six Flags New England,"Agawam, Mass.",Intamin,2000,2012
3,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2012
4,Apollo’s Chariot,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1999,2012
5,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2012
6,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2012
7,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2012
8,Magnum XL200,Cedar Point,"Sandusky, Ohio",Arrow,1989,2012
9,Goliath,Six Flags Over Georgia,"Austell, Ga.",B & M,2006,2012
10,Diamondback,Kings Island,"Mason, Ohio",B & M,2009,2012
11,Phantom’s Revenge,Kennywood,"West Mifflin, Pa.",Morgan/Arrow,2001,2012
12,Intimidator 305,Kings Dominion,"Doswell, Va.",IntaRide,2010,2012
13,Top Thrill Dragster,Cedar Point,"Sandusky, Ohio",Intamin,2003,2012
14,Montu,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,1996,2012
15,Wild Eagle,Dollywood,"Pigeon Forge, Tenn.",B & M,2012,2012
16,Nemesis,Alton Towers,"Staffordshire, England",B & M,1994,2012
17,Behemoth,Canada’s Wonderland,"Vaughan, Ontario, Canada",B & M,2008,2012
18,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2012
19,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2012
20,Mind Bender,Six Flags Over Georgia,"Austell, Ga.",Schwarzkopf,1978,2012
21,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2012
22,Leviathan,Canada’s Wonderland,"Vaughan, Ontario, Canada",B & M,2012,2012
23,Kumba,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,1993,2012
24,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2012
25,Goliath,La Ronde,"Montreal, Quebec, Canada",B & M,2006,2012
26,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2012
26,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2012
28,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2012
29,Superman Ride of Steel,Six Flags America,"Largo, Md.",Intamin,2000,2012
30,SheiKra,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,2005,2012
31,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2012
32,Blue Fire,EuropaPark,"Rust, Germany",Mack,2009,2012
33,Lisebergbanan,Liseberg,"Gothenberg, Sweden",Schwarzkopf,1987,2012
34,Manta,SeaWorld Orlando,"Orlando, Fla.",B & M,2009,2012
35,Dragon Challenge,Universal’s Islands of Adventure,"Orlando, Fla.",B & M,1999,2012
36,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2012
37,Piraten,Djurs Sommerland,"Jylland, Denmark",Intamin,2008,2012
38,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2012
39,Steel Force,Dorney Park,"Allentown, Pa.",Morgan,1997,2012
40,Volcano: The Blast Coaster,Kings Dominion,"Doswell, Va.",Intamin,1998,2012
41,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2012
42,Skyrush,Hersheypark,"Hershey, Pa.",Intamin,2012,2012
43,Ride of Steel,Darien Lake,"Darien Center, N.Y.",Intamin,1999,2012
44,Storm Runner,Hersheypark,"Hershey, Pa.",Intamin,2004,2012
45,Afterburn,Carowinds,"Charlotte, N.C.",B & M,1999,2012
46,PowderKeg,Silver Dollar City,"Branson, Mo.",S & S,2005,2012
47,Incredible Hulk Coaster,Universal’s Islands of Adventure,"Orlando, Fla.",B & M,1999,2012
48,Goliath,Walabi World,"Biddinghuizen, The Netherlands",Intamin,2002,2012
49,Black Mamba,Phantasialand,"Brühl, Germany",B & M,2006,2012
50,EuroMir,EuropaPark,"Rust, Germany",Mack,1997,2012
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2011
2,Bizarro,Six Flags New England,"Agawam, Mass.",Intamin,2000,2011
3,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2011
4,Goliath,Six Flags Over Georgia,"Austell, Ga.",B & M,2006,2011
5,Phantom’s Revenge,Kennywood,"West Mifflin, Pa.",B & M,2001,2011
6,New Texas Giant,Six Flags Over Texas,"Arlington, Texas",Rocky Mountain,2011,2011
7,Apollo’s Chariot,Busch Gardens Williamsburg,"Williamsburg, Va.",B&M,1999,2011
7,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2011
9,Top Thrill Dragster,Cedar Point,"Sandusky, Ohio",Intamin,2003,2011
10,Magnum XL200,Cedar Point,"Sandusky, Ohio",Arrow,1989,2011
11,Diamondback,Kings Island,"Kings Mills, Ohio",B & M,2009,2011
12,Nemesis,Alton Towers,"Staffordshire, England",B & M,1994,2011
13,Intimidator 305,Kings Dominion,"Doswell, Va.",IntaRide,2010,2011
14,Montu,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,1996,2011
15,Behemoth,Canada’s Wonderland,"Vaughan, Ontario, Canada",B & M,2008,2011
16,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2011
17,Mind Bender,Six Flags Over Georgia,"Austell, Ga.",Schwarzkopf,1978,2011
18,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2011
19,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2011
20,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2011
21,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2011
22,SheiKra,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,2005,2011
23,Goliath,La Ronde,"Montréal, Quebec, Canada",B & M,2006,2011
24,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2011
25,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2011
26,Steel Force,Dorney Park,"Allentown, Pa.",Morgan,1997,2011
27,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2011
28,Dragon Challenge,Universal’s Islands of Adventure,"Orlando, Fla.",B & M,1999,2011
29,Ride of Steel,Darien Lake,"Darien Center, N.Y.",Intamin,1999,2011
29,Volcano: The Blast Coaster,Kings Dominion,"Doswell, Va.",Intamin,1998,2011
31,Kumba,Busch Gardens Tampa Bay,"Tampa, Fla.",B & M,1993,2011
32,Piraten,Djurs Sommerand,"Jylland, Denmark",Intamin,2008,2011
33,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2011
34,Blue Fire,EuropaPark,"Rust, Germany",Mack,2009,2011
35,Incredible Hulk Coaster,Universal’s Islands of Adventure,"Orlando, Fla.",B & M,1999,2011
36,Goliath,Walabi Holland,"Biddinghulzen, The Netherlands",Intamin,2002,2011
37,Powder Keg,Silver Dollar City,"Branson, Mo.",S & S,2005,2011
38,Superman Krypton Coaster,Six Flags Fiesta Texas,"San Antonio, Texas",B & M,2000,2011
39,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2011
40,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2011
40,Superman Ride of Steel,Six Flags America,"Largo, Md.",Intamin,2000,2011
42,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2011
43,Space Mountain,Disneyland,"Anaheim, Calif.",WED Imagineering,1977,2011
44,Sky Rocket,Kennywood,"West Mifflin, Pa.",Premier Rides,2010,2011
45,Manta,SeaWorld Orlando,"Orlando, Fla.",B & M,2009,2011
45,Olympia Looping,R. Barth and Sohn,Germany,Schwarzkopf/BHS,1989,2011
47,Expedition Everest,Disney’s Animal Kingdom,"Orlando, Fla.",Vekoma/WED Imag.,2006,2011
48,Pepsi Max Big One,"Pleasure Beach, Blackpool","Blackpool, England",Arrow,1994,2011
49,Lisebergbanan,Liseberg,"Gothenburg, Sweden",Schwarzkopf,1987,2011
50,Mamba,Worlds of Fun,"Kansas City, Mo.",Morgan,1998,2011
1,Millennium Force,Cedar Point,"Sandusky, Ohio",Intamin,2000,2010
2,Bizarro,Six Flags New England,"Agawam, Mass.",Intamin,2000,2010
3,Nitro,Six Flags Great Adventure,"Jackson, N.J.",B & M,2001,2010
4,Apollo’s Chariot,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1999,2010
5,Goliath,Six Flags Over Georgia,"Atlanta, Ga.",B & M,2006,2010
6,Expedition GeForce,Holiday Park,"Hassloch, Germany",Intamin,2001,2010
7,Diamondback,Kings Island,"Kings Mills, Ohio",B & M,2009,2010
8,Magnum XL200,Cedar Point,"Sandusky, Ohio",Arrow,1989,2010
9,Phantom’s Revenge,Kennywood,"West Mifflin, Pa.",Morgan/Arrow,2001,2010
10,Top Thrill Dragster,Cedar Point,"Sandusky, Ohio",Intamin,2003,2010
11,Intimidator 305,Kings Dominion,"Doswell, Va.",IntaRide,2010,2010
12,Montu,Busch Gardens Tampa Bay,"Tampa Bay, Fla.",B & M,1996,2010
13,Behemoth,Canada’s Wonderland,"Vaughn, Ontario, Canada",B & M,2008,2010
14,Mindbender,Six Flags Over Georgia,"Atlanta, Ga.",Schwarzkopf,1978,2010
15,X2,Six Flags Magic Mountain,"Valencia, Calif.",Arrow,2002,2010
16,Raging Bull,Six Flags Great America,"Gurnee, Ill.",B & M,1999,2010
17,Sky Rocket,Kennywood,"West Mifflin, Pa.",Premier Rides,2010,2010
18,Nemesis,Alton Towers,"Staffordshire, England",B & M,1994,2010
19,Griffon,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,2007,2010
19,SheiKra,Busch Gardens Tampa Bay,"Tampa Bay, Fla.",B & M,2005,2010
21,Intimidator,Carowinds,"Charlotte, N.C.",B & M,2010,2010
21,Maverick,Cedar Point,"Sandusky, Ohio",Intamin,2007,2010
23,Alpengeist,Busch Gardens Williamsburg,"Williamsburg, Va.",B & M,1997,2010
24,Kumba,Busch Gardens Tampa Bay,"Tampa Bay, Fla.",B & M,1993,2010
24,Raptor,Cedar Point,"Sandusky, Ohio",B & M,1994,2010
26,Ride of Steel,Darien Lake,"Darien Center, N.Y.",Intamin,1999,2010
27,Kingda Ka,Six Flags Great Adventure,"Jackson, N.J.",Intamin,2005,2010
27,Steel Force,Dorney Park,"Allentown, Pa.",Morgan,1997,2010
29,Goliath,Six Flags Magic Mountain,"Valencia, Calif.",Giovanola,2000,2010
30,Goliath,La Ronde,"Montreal, Quebec, Canada",B & M,2006,2010
31,Dragon Challenge,Universal’s Islands of Adventure,"Orlando, Fla.",B & M,1999,2010
32,Superman Ride of Steel,Six Flags America,"Largo, Md.",Intamin,2000,2010
33,Manta,SeaWorld Orlando,"Orlando, Fla.",B & M,2009,2010
34,Powder Keg,Silver Dollar City,"Branson, Mo.",S & S,2005,2010
35,Volcano,Kings Dominion,"Doswell, Va.",Intamin,1998,2010
36,Expedition Everest,Disney’s Animal Kingdom,"Orlando, Fla.",Vekoma/WED Imag.,2006,2010
37,Shock Wave,Six Flags Over Texas,"Arlington, Texas",Schwarzkopf,1978,2010
38,Mamba,Worlds of Fun,"Kansas City, Mo.",Morgan,1998,2010
39,Storm Runner,Hersheypark,"Hershey, Pa.",Intamin,2004,2010
40,Tatsu,Six Flags Magic Mountain,"Valencia, Calif.",B & M,2006,2010
41,Goliath,Walabi World,"Biddinghuizen, The Netherlands",Intamin,2002,2010
42,Titan,Six Flags Over Texas,"Arlington, Texas",Giovanola,2001,2010
43,Incredible Hulk Coaster,Universal’s Islands of Adventure,"Orlando, Fla.",B & M,1999,2010
44,The Pepsi Max Big One,Pleasure Beach Blackpool,"Blackpool, England",Arrow,1994,2010
45,EuroMir,EuropaPark,"Rust, Germany",Mack,1997,2010
46,Space Mountain,Disneyland,"Anaheim, Calif.",WED Imagineering,1977,2010
47,Steel Eel,SeaWorld San Antonio,"San Antonio, Texas",Morgan,1999,2010
48,Mindbender,Galaxyland,"Edmonton, Alberta, Canada",Schwarzkopf,1985,2010
48,Revenge of the Mummy,Universal Studios,"Orlando, Fla.",Premier Rides,2004,2010
50,Katun,Mirabilandia,"Savio, Italy",B & M,2000,2010
